Honesty ,Scalability ,Robustness,Direct Trust,Indirect Trust,Aggregation
0.025,0.895,0.643,0.209,0.200,0.394
0.956,0.844,0.768,0.424,0.001,0.599
0.674,0.211,0.104,0.534,0.046,0.314
0.213,0.700,0.959,0.902,0.847,0.724
0.751,0.141,0.214,0.442,0.037,0.317
0.799,0.289,0.764,0.096,0.157,0.421
0.804,0.235,0.602,0.966,0.787,0.679
0.115,0.846,0.304,0.439,0.755,0.492
0.361,0.873,0.067,0.870,0.129,0.460
0.617,0.172,0.422,0.492,0.339,0.408
0.674,0.856,0.523,0.781,0.106,0.588
0.930,0.872,0.990,0.397,0.872,0.812
0.521,0.190,0.032,0.688,0.256,0.337
0.858,0.946,0.921,0.743,0.643,0.822
0.466,0.827,0.428,0.737,0.689,0.629
0.098,0.595,0.521,0.558,0.677,0.490
0.955,0.543,0.087,0.956,0.332,0.574
0.334,0.035,0.875,0.880,0.447,0.514
0.440,0.855,0.588,0.444,0.319,0.529
0.049,0.587,0.207,0.093,0.973,0.382
0.674,0.584,0.910,0.023,0.120,0.462
0.897,0.025,0.428,0.673,0.812,0.567
0.551,0.759,0.180,0.159,0.082,0.346
0.848,0.669,0.924,0.556,0.216,0.643
0.589,0.905,0.289,0.482,0.070,0.467
0.986,0.164,0.758,0.924,0.907,0.748
0.795,0.414,0.535,0.844,0.325,0.583
0.099,0.667,0.107,0.678,0.632,0.437
0.733,0.019,0.452,0.671,0.442,0.463
0.615,0.956,0.847,0.052,0.696,0.633
0.135,0.401,0.916,0.610,0.067,0.426
0.056,0.006,0.197,0.538,0.215,0.202
0.917,0.241,0.867,0.648,0.536,0.642
0.034,0.459,0.228,0.171,0.667,0.312
0.885,0.156,0.571,0.503,0.712,0.566
0.533,0.102,0.175,0.682,0.182,0.335
0.794,0.783,0.895,0.697,0.173,0.668
0.337,0.926,0.425,0.805,0.844,0.668
0.389,0.693,0.392,0.910,0.466,0.570
0.104,0.355,0.948,0.545,0.808,0.552
0.994,0.970,0.604,0.900,0.608,0.815
0.922,0.074,0.328,0.726,0.749,0.560
0.280,0.928,0.225,0.150,0.234,0.363
0.559,0.670,0.575,0.269,0.031,0.421
0.268,0.576,0.455,0.384,0.810,0.498
0.390,0.451,0.708,0.867,0.230,0.529
0.161,0.369,0.043,0.242,0.536,0.270
0.030,0.682,0.668,0.903,0.620,0.581
0.514,0.469,0.548,0.213,0.675,0.484
0.612,0.387,0.971,0.142,0.900,0.603
0.844,0.532,0.239,0.598,0.218,0.486
0.089,0.297,0.148,0.477,0.963,0.395
0.109,0.077,0.666,0.703,0.207,0.352
0.942,0.425,0.634,0.542,0.302,0.569
0.950,0.894,0.628,0.198,0.873,0.709
0.698,0.191,0.905,0.024,0.381,0.440
0.416,0.303,0.672,0.142,0.948,0.496
0.529,0.149,0.188,0.053,0.389,0.261
0.453,0.636,0.791,0.817,0.242,0.588
0.283,0.411,0.314,0.841,0.617,0.493
0.461,0.721,0.787,0.418,0.494,0.576
0.147,0.372,0.781,0.123,0.957,0.476
0.825,0.995,0.084,0.925,0.506,0.667
0.353,0.340,0.155,0.975,0.406,0.446
0.838,0.534,0.956,0.043,0.975,0.669
0.741,0.836,0.437,0.256,0.515,0.557
0.956,0.031,0.476,0.431,0.701,0.519
0.042,0.930,0.325,0.684,0.787,0.554
0.708,0.653,0.421,0.885,0.183,0.570
0.222,0.114,0.788,0.971,0.978,0.615
0.576,0.733,0.947,0.266,0.094,0.524
0.126,0.762,0.816,0.161,0.111,0.395
0.791,0.606,0.102,0.228,0.176,0.381
0.359,0.305,0.394,0.269,0.952,0.456
0.007,0.541,0.881,0.716,0.696,0.568
0.101,0.974,0.264,0.547,0.368,0.451
0.349,0.512,0.550,0.523,0.952,0.577
0.741,0.119,0.714,0.299,0.953,0.565
0.262,0.023,0.194,0.057,0.475,0.202
0.242,0.463,0.020,0.444,0.963,0.426
0.744,0.414,0.644,0.212,0.626,0.528
0.125,0.958,0.229,0.013,0.425,0.350
0.102,0.637,0.410,0.550,0.818,0.503
0.664,0.594,0.534,0.395,0.254,0.488
0.941,0.501,0.950,0.398,0.422,0.642
0.305,0.462,0.567,0.786,0.920,0.608
0.959,0.587,0.109,0.935,0.444,0.607
0.729,0.125,0.051,0.651,0.722,0.456
0.100,0.689,0.092,0.173,0.388,0.288
0.345,0.811,0.530,0.237,0.945,0.574
0.590,0.172,0.580,0.766,0.589,0.539
0.267,0.144,0.473,0.208,0.965,0.411
0.242,0.375,0.632,0.793,0.434,0.495
0.194,0.070,0.110,0.141,0.642,0.231
0.348,0.642,0.223,0.481,0.256,0.390
0.535,0.798,0.891,0.543,0.084,0.570
0.020,0.746,0.141,0.056,0.004,0.194
0.904,0.080,0.431,0.384,0.608,0.481
0.526,0.115,0.140,0.851,0.321,0.391
0.955,0.254,0.126,0.011,0.277,0.325
0.629,0.022,0.872,0.580,0.189,0.458
0.368,0.142,0.515,0.671,0.137,0.367
0.326,0.430,0.996,0.120,0.852,0.545
0.218,0.812,0.767,0.208,0.543,0.510
0.125,0.470,0.407,0.225,0.227,0.291
0.207,0.642,0.716,0.976,0.688,0.646
0.610,0.613,0.171,0.448,0.687,0.506
0.052,0.534,0.286,0.787,0.349,0.402
0.090,0.810,0.586,0.862,0.440,0.558
0.088,0.777,0.978,0.327,0.916,0.617
0.440,0.657,0.790,0.668,0.525,0.616
0.005,0.302,0.121,0.734,0.131,0.259
0.679,0.692,0.443,0.849,0.009,0.534
0.617,0.704,0.121,0.891,0.489,0.564
0.156,0.471,0.680,0.818,0.929,0.611
0.971,0.692,0.986,0.030,0.565,0.649
0.083,0.549,0.262,0.953,0.566,0.482
0.622,0.013,0.922,0.967,0.753,0.655
0.189,0.066,0.871,0.572,0.381,0.416
0.229,0.329,0.154,0.741,0.449,0.380
0.601,0.115,0.334,0.829,0.310,0.438
0.572,0.964,0.832,0.198,0.619,0.637
0.003,0.240,0.223,0.864,0.823,0.431
0.946,0.053,0.260,0.752,0.199,0.442
0.407,0.536,0.572,0.664,0.096,0.455
0.724,0.995,0.198,0.778,0.580,0.655
0.918,0.227,0.575,0.470,0.334,0.505
0.672,0.535,0.303,0.087,0.452,0.410
0.079,0.102,0.912,0.690,0.964,0.549
0.089,0.063,0.632,0.255,0.006,0.209
0.208,0.890,0.129,0.537,0.319,0.417
0.469,0.185,0.778,0.167,0.183,0.356
0.400,0.330,0.132,0.258,0.832,0.391
0.547,0.365,0.118,0.263,0.209,0.300
0.521,0.281,0.403,0.272,0.641,0.424
0.669,0.668,0.209,0.547,0.823,0.583
0.135,0.936,0.140,0.888,0.097,0.439
0.400,0.734,0.570,0.306,0.648,0.532
0.383,0.863,0.807,0.439,0.430,0.585
0.002,0.909,0.968,0.918,0.468,0.653
0.225,0.777,0.460,0.472,0.745,0.536
0.706,0.310,0.305,0.746,0.161,0.446
0.698,0.143,0.808,0.892,0.547,0.618
0.268,0.984,0.520,0.153,0.781,0.541
0.840,0.205,0.018,0.184,0.531,0.355
0.375,0.876,0.138,0.976,0.794,0.632
0.282,0.500,0.588,0.192,0.972,0.507
0.824,0.738,0.895,0.306,0.781,0.709
0.558,0.363,0.411,0.348,0.397,0.415
0.707,0.587,0.881,0.040,0.929,0.629
0.134,0.300,0.788,0.916,0.483,0.524
0.232,0.913,0.096,0.000,0.313,0.311
0.706,0.520,0.877,0.592,0.904,0.720
0.778,0.138,0.392,0.644,0.007,0.392
0.886,0.611,0.033,0.530,0.531,0.518
0.411,0.122,0.308,0.733,0.153,0.345
0.619,0.845,0.387,0.463,0.476,0.558
0.930,0.567,0.887,0.587,0.171,0.628
0.745,0.519,0.547,0.029,0.262,0.421
0.074,0.240,0.934,0.854,0.460,0.512
0.475,0.951,0.124,0.254,0.711,0.503
0.968,0.244,0.519,0.429,1.000,0.632
0.473,0.945,0.115,0.096,0.951,0.516
0.400,0.288,0.625,0.802,0.061,0.435
0.081,0.029,0.493,0.701,0.555,0.372
0.165,0.815,0.420,0.125,0.098,0.325
0.554,0.284,0.111,0.084,0.946,0.396
0.715,0.379,0.959,0.433,0.031,0.503
0.149,0.271,0.210,0.077,0.239,0.189
0.720,0.242,0.155,0.781,0.336,0.447
0.779,0.787,0.453,0.360,0.168,0.510
0.698,0.388,0.009,0.178,0.147,0.284
0.652,0.296,0.684,0.396,0.019,0.409
0.773,0.472,0.331,0.512,0.969,0.611
0.615,0.764,0.033,0.528,0.129,0.414
0.375,0.955,0.521,0.847,0.733,0.686
0.962,0.785,0.369,0.261,0.640,0.603
0.958,0.820,0.518,0.261,0.496,0.611
0.290,0.513,0.338,0.548,0.955,0.529
0.972,0.640,0.390,0.397,0.844,0.649
0.426,0.153,0.406,0.212,0.557,0.351
0.574,0.320,0.490,0.848,0.134,0.473
0.691,0.684,0.044,0.604,0.145,0.434
0.272,0.168,0.332,0.879,0.576,0.445
0.994,0.170,0.755,0.201,0.886,0.601
0.641,0.017,0.074,0.758,0.141,0.326
0.287,0.061,0.795,0.610,0.302,0.411
0.715,0.712,0.712,0.512,0.141,0.558
0.179,0.389,0.139,0.648,0.230,0.317
0.695,0.219,0.088,0.332,0.942,0.455
0.963,0.932,0.623,0.541,0.698,0.751
0.548,0.348,0.189,0.069,0.236,0.278
0.764,0.941,0.824,0.776,0.296,0.720
0.382,0.118,0.145,0.311,0.231,0.237
0.670,0.447,0.371,0.213,0.804,0.501
0.322,0.513,0.882,0.306,0.623,0.529
0.055,0.614,0.422,0.313,0.324,0.346
0.512,0.679,0.184,0.681,0.755,0.562
0.537,0.748,0.217,0.788,0.487,0.555
0.616,0.999,0.161,0.842,0.850,0.693
0.869,0.182,0.847,0.006,0.952,0.571
0.129,0.503,0.800,0.883,0.948,0.653
0.762,0.352,0.575,0.978,0.545,0.642
0.460,0.082,0.410,0.510,0.120,0.316
0.566,0.663,0.709,0.820,0.467,0.645
0.402,0.660,0.420,0.611,0.347,0.488
0.177,0.863,0.239,0.791,0.832,0.580
0.602,0.146,0.190,0.075,0.215,0.246
0.415,0.833,0.875,0.445,0.475,0.609
0.395,0.682,0.719,0.182,0.044,0.404
0.188,0.816,0.602,0.544,0.998,0.630
0.778,0.958,0.043,0.910,0.634,0.665
0.495,0.230,0.000,0.284,0.171,0.236
0.142,0.801,0.253,0.184,0.656,0.407
0.181,0.411,0.022,0.373,0.995,0.397
0.589,0.503,0.204,0.929,0.628,0.571
0.015,0.557,0.003,0.254,0.443,0.255
0.072,0.439,0.351,0.484,0.109,0.291
0.288,0.669,0.067,0.767,0.028,0.364
0.677,0.558,0.532,0.998,0.952,0.743
0.964,0.657,0.089,0.889,0.384,0.597
0.435,0.835,0.539,0.792,0.524,0.625
0.354,0.816,0.483,0.492,0.655,0.560
0.750,0.934,0.380,0.782,0.738,0.717
0.044,0.863,0.256,0.316,0.601,0.416
0.088,0.234,0.279,0.042,0.200,0.169
0.122,0.654,0.300,0.640,0.734,0.490
0.069,0.723,0.262,0.050,0.321,0.285
0.845,0.531,0.032,0.801,0.862,0.614
0.234,0.260,0.052,0.252,0.974,0.355
0.998,0.799,0.861,0.360,0.789,0.761
0.467,0.243,0.981,0.061,0.253,0.401
0.238,0.358,0.692,0.029,0.246,0.313
0.226,0.223,0.297,0.736,0.783,0.453
0.652,0.601,0.715,0.861,0.517,0.669
0.077,0.050,0.430,0.488,0.936,0.396
0.351,0.851,0.398,0.544,0.949,0.618
0.739,0.296,0.005,0.540,0.036,0.323
0.377,0.192,0.620,0.257,0.932,0.476
0.393,0.294,0.687,0.019,0.077,0.294
0.679,0.296,0.181,0.491,0.582,0.446
0.606,0.677,0.120,0.359,0.031,0.359
0.459,0.713,0.094,0.192,0.313,0.354
0.762,0.453,0.712,0.550,0.545,0.604
0.487,0.301,0.995,0.371,0.876,0.606
0.060,0.005,0.078,0.870,0.929,0.388
0.122,0.755,0.300,0.068,0.535,0.356
0.297,0.155,0.706,0.759,0.588,0.501
0.849,0.741,0.578,0.140,0.546,0.571
0.826,0.685,0.674,0.642,0.946,0.755
0.347,0.093,0.766,0.357,0.652,0.443
0.916,0.434,0.480,0.632,0.436,0.580
0.204,0.739,0.415,0.710,0.830,0.580
0.598,0.847,0.214,0.775,0.877,0.662
0.440,0.646,0.607,0.501,0.543,0.548
0.813,0.326,0.757,0.845,0.763,0.701
0.320,0.238,0.456,0.422,0.357,0.359
0.954,0.839,0.607,0.292,0.646,0.668
0.136,0.615,0.646,0.438,0.312,0.429
0.269,0.263,0.369,0.923,0.407,0.446
0.885,0.539,0.926,0.642,0.224,0.643
0.654,0.237,0.821,0.350,0.491,0.511
0.783,0.686,0.959,0.964,0.142,0.707
0.263,0.497,0.366,0.096,0.477,0.340
0.189,0.760,0.591,0.799,0.760,0.620
0.366,0.682,0.165,0.697,0.241,0.430
0.259,0.205,0.243,0.004,0.545,0.251
0.813,0.613,0.755,0.934,0.671,0.757
0.441,0.029,0.627,0.096,0.660,0.370
0.375,0.616,0.790,0.905,0.964,0.730
0.185,0.937,0.182,0.734,0.829,0.573
0.847,0.273,0.295,0.033,0.772,0.444
0.741,0.715,0.622,0.955,0.747,0.756
0.783,0.077,0.257,0.367,0.835,0.464
0.223,0.655,0.065,0.453,0.002,0.280
0.596,0.078,0.946,0.423,0.233,0.455
0.128,0.586,0.199,0.370,0.782,0.413
0.367,0.270,0.037,0.508,0.727,0.382
0.586,0.826,0.181,0.399,0.026,0.404
0.556,0.863,0.157,0.841,0.534,0.590
0.928,0.354,0.784,0.522,0.094,0.536
0.046,0.506,0.813,0.162,0.939,0.493
0.005,0.137,0.793,0.452,0.666,0.411
0.600,0.649,0.513,0.154,0.496,0.482
0.302,0.732,0.652,0.193,0.175,0.411
0.329,0.119,0.523,0.756,0.099,0.365
0.088,0.128,0.349,0.859,0.463,0.378
0.781,0.852,0.299,0.192,0.646,0.554
0.559,0.469,0.530,0.659,0.657,0.575
0.524,0.109,0.130,0.542,0.790,0.419
0.097,0.345,0.577,0.821,0.730,0.514
0.219,0.114,0.015,0.095,0.584,0.205
0.496,0.222,0.684,0.114,0.142,0.332
0.204,0.735,0.544,0.109,0.995,0.517
0.386,0.345,0.719,0.999,0.267,0.543
0.120,0.459,0.721,0.305,0.210,0.363
0.672,0.620,0.006,0.061,0.369,0.346
0.430,0.376,0.470,0.219,0.351,0.369
0.963,0.622,0.393,0.448,0.704,0.626
0.314,0.626,0.615,0.293,0.379,0.445
0.531,0.901,0.344,0.110,0.405,0.458
0.935,0.719,0.211,0.288,0.120,0.455
0.925,0.242,0.965,0.322,0.928,0.677
0.794,0.899,0.394,0.354,0.401,0.569
0.120,0.216,0.282,0.503,0.548,0.334
0.040,0.651,0.846,0.453,0.910,0.580
0.717,0.785,0.588,0.353,0.823,0.653
0.990,0.668,0.486,0.519,0.694,0.671
0.413,0.154,0.272,0.853,0.174,0.373
0.472,0.569,0.623,0.230,0.402,0.459
0.297,0.608,0.842,0.316,0.103,0.433
0.612,0.901,0.477,0.683,0.005,0.536
0.044,0.030,0.899,0.791,0.060,0.365
0.554,0.237,0.378,0.964,0.106,0.448
0.313,0.746,0.864,0.913,0.155,0.598
0.818,0.545,0.606,0.769,0.894,0.726
0.938,0.918,0.841,1.000,0.570,0.854
0.461,0.593,0.506,0.538,0.561,0.532
0.744,0.374,0.980,0.994,0.053,0.629
0.516,0.968,0.266,0.962,0.566,0.656
0.081,0.024,0.312,0.385,0.987,0.358
0.536,0.953,0.801,0.719,0.167,0.635
0.920,0.892,0.920,0.776,0.878,0.877
0.714,0.604,0.114,0.311,0.189,0.386
0.044,0.789,0.707,0.315,0.729,0.517
0.930,0.828,0.440,0.101,0.246,0.509
0.276,0.072,0.345,0.104,0.563,0.272
0.814,0.499,0.946,0.039,0.196,0.499
0.036,0.500,0.125,0.061,0.603,0.265
0.291,0.086,0.727,0.947,0.288,0.468
0.621,0.328,0.587,0.857,0.142,0.507
0.494,0.275,0.728,0.208,0.107,0.362
0.766,0.977,0.815,0.237,0.427,0.644
0.985,0.593,0.146,0.175,0.651,0.510
0.596,0.874,0.599,0.550,0.373,0.598
0.596,0.107,0.624,0.498,0.764,0.518
0.742,0.092,0.977,0.610,0.414,0.567
0.417,0.135,0.466,0.410,0.780,0.442
0.274,0.956,0.242,0.344,0.204,0.404
0.493,0.640,0.251,0.204,0.259,0.369
0.858,0.069,0.388,0.441,0.758,0.503
0.484,0.006,0.386,0.123,0.950,0.390
0.360,0.534,0.278,0.705,0.468,0.469
0.382,0.228,0.057,0.874,0.112,0.331
0.297,0.397,0.760,0.124,0.536,0.423
0.392,0.894,0.045,0.405,0.526,0.452
0.408,0.047,0.106,0.357,0.267,0.237
0.455,0.962,0.102,0.748,0.337,0.520
0.411,0.862,0.091,0.785,0.451,0.520
0.518,0.937,0.242,0.311,0.761,0.554
0.326,0.622,0.963,0.107,0.914,0.586
0.060,0.338,0.151,0.106,0.387,0.208
0.038,0.405,0.220,0.658,0.049,0.274
0.763,0.491,0.697,0.362,0.566,0.576
0.572,0.773,0.620,0.355,0.447,0.554
0.470,0.530,0.079,0.179,0.270,0.306
0.265,0.905,0.588,0.624,0.795,0.635
0.773,0.792,0.371,0.401,0.127,0.493
0.334,0.181,0.097,0.040,0.533,0.237
0.240,0.723,0.558,0.834,0.025,0.476
0.031,0.372,0.275,0.527,0.699,0.381
0.794,0.580,0.383,0.010,0.515,0.456
0.242,0.853,0.121,0.013,0.151,0.276
0.943,0.597,0.937,0.666,0.068,0.642
0.929,0.796,0.200,0.444,0.954,0.665
0.981,0.735,0.969,0.774,0.185,0.729
0.786,0.852,0.106,0.945,0.128,0.564
0.133,0.538,0.160,0.986,0.703,0.504
0.854,0.928,0.790,0.886,0.858,0.863
0.138,0.812,0.338,0.379,0.513,0.436
0.097,0.002,0.223,0.630,0.650,0.320
0.565,0.403,0.519,0.967,0.575,0.606
0.365,0.605,0.264,0.100,0.237,0.314
0.233,0.802,0.717,0.855,0.163,0.554
0.063,0.959,0.738,0.286,0.207,0.451
0.438,0.884,0.027,0.531,0.631,0.502
0.080,0.865,0.805,0.283,0.204,0.447
0.893,0.844,0.555,0.926,0.796,0.803
0.639,0.356,0.338,0.945,0.669,0.589
0.413,0.176,0.948,0.835,0.220,0.518
0.807,0.047,0.654,0.351,0.728,0.517
0.372,0.040,0.598,0.337,0.955,0.460
0.583,0.784,0.826,0.113,0.807,0.623
0.554,0.135,0.129,0.876,0.205,0.380
0.597,0.276,0.889,0.128,0.512,0.480
0.147,0.961,0.312,0.360,0.878,0.531
0.049,0.753,0.943,0.885,0.014,0.529
0.196,0.474,0.819,0.433,0.639,0.512
0.168,0.541,0.483,0.204,0.877,0.454
0.302,0.366,0.168,0.140,0.978,0.391
0.209,0.184,0.689,0.060,0.860,0.400
0.730,0.566,0.175,0.825,0.446,0.549
0.420,0.117,0.486,0.532,0.832,0.477
0.735,0.456,0.596,0.749,0.392,0.586
0.227,0.763,0.875,0.913,0.346,0.625
0.437,0.475,0.746,0.554,0.622,0.567
0.371,0.758,0.297,0.523,0.382,0.466
0.622,0.863,0.446,0.981,0.753,0.733
0.687,0.302,0.654,0.395,0.484,0.505
0.251,0.485,0.089,0.676,0.754,0.451
0.810,0.237,0.932,0.155,0.196,0.466
0.880,0.128,0.798,0.445,0.136,0.477
0.047,0.244,0.172,0.007,0.277,0.149
0.771,0.940,0.951,0.703,0.784,0.829
0.406,0.456,0.891,0.885,0.018,0.531
0.644,0.995,0.940,0.526,0.730,0.767
0.010,0.167,0.016,0.872,0.113,0.236
0.164,0.588,0.061,0.332,0.858,0.401
0.456,0.136,0.037,0.486,0.616,0.346
0.177,0.497,0.465,0.269,0.157,0.313
0.393,0.608,0.510,0.236,0.591,0.468
0.075,0.546,0.776,0.418,0.555,0.474
0.108,0.936,0.860,0.406,0.634,0.589
0.068,0.267,0.135,0.018,0.326,0.163
0.166,0.072,0.625,0.143,0.824,0.366
0.544,0.478,0.667,0.191,0.688,0.514
0.535,0.150,0.886,0.637,0.760,0.594
0.157,0.095,0.205,0.241,0.959,0.331
0.034,0.622,0.860,0.251,0.892,0.532
0.100,0.421,0.904,0.182,0.229,0.367
0.364,0.471,0.945,0.795,0.271,0.569
0.178,0.036,0.630,0.814,0.693,0.470
0.179,0.681,0.173,0.720,0.275,0.406
0.458,0.349,0.266,0.770,0.750,0.519
0.361,0.772,0.877,0.043,0.562,0.523
0.362,0.957,0.137,0.678,0.331,0.493
0.477,0.673,0.550,0.844,0.429,0.594
0.807,0.246,0.970,0.815,0.569,0.682
0.926,0.995,0.017,0.497,0.626,0.612
0.040,0.808,0.816,0.256,0.749,0.534
0.824,0.705,0.475,0.616,0.320,0.588
0.908,0.111,0.392,0.458,0.608,0.495
0.191,0.780,0.449,0.206,0.487,0.423
0.861,0.345,0.366,0.949,0.954,0.695
0.666,0.496,0.820,0.795,0.743,0.704
0.819,0.589,1.000,0.436,0.770,0.723
0.792,0.888,0.928,0.190,0.688,0.697
0.514,0.200,0.293,0.112,0.697,0.363
0.091,0.881,0.885,0.637,0.522,0.603
0.995,0.992,0.109,0.283,0.317,0.539
0.073,0.515,0.577,0.040,0.764,0.394
0.337,0.787,0.063,0.631,0.512,0.466
0.551,0.295,0.600,0.283,0.161,0.378
0.324,0.959,0.575,0.430,0.734,0.605
0.042,0.323,0.167,0.831,0.117,0.296
0.476,0.149,0.754,0.070,0.862,0.462
0.410,0.069,0.578,0.403,0.088,0.310
0.867,0.748,0.587,0.140,0.885,0.645
0.537,0.046,0.920,0.732,0.941,0.635
0.625,0.697,0.983,0.342,0.705,0.670
0.969,0.508,0.172,0.048,0.418,0.423
0.138,0.383,0.400,0.472,0.087,0.296
0.254,0.851,0.366,0.179,0.396,0.409
0.252,0.541,0.690,0.325,0.509,0.463
0.778,0.510,0.050,0.614,0.409,0.472
0.263,0.730,0.649,0.407,0.821,0.574
0.092,0.662,0.918,0.478,0.468,0.524
0.779,0.540,0.980,0.264,0.733,0.659
0.926,0.772,0.125,0.458,0.965,0.649
0.945,0.587,0.707,0.292,0.976,0.701
0.054,0.829,0.193,0.566,0.401,0.408
0.664,0.522,0.107,0.240,0.472,0.401
0.541,0.631,0.706,0.477,0.211,0.513
0.804,0.574,0.827,0.166,0.230,0.520
1.000,0.827,0.159,0.711,0.381,0.616
0.997,0.575,0.632,0.043,0.190,0.488
0.101,0.757,0.556,0.075,0.738,0.446
0.514,0.842,0.053,0.399,0.392,0.440
0.225,0.967,0.073,0.828,0.208,0.460
0.269,0.843,0.118,0.978,0.794,0.600
0.372,0.449,0.879,0.195,0.501,0.479
0.650,0.362,0.321,0.393,0.080,0.362
0.783,0.534,0.239,0.513,0.315,0.477
0.256,0.352,0.716,0.571,0.974,0.574
0.289,0.046,0.303,0.123,0.813,0.315
0.599,0.133,0.200,0.569,0.534,0.407
0.626,0.059,0.147,0.634,0.869,0.467
0.769,0.686,0.781,0.393,0.144,0.555
0.641,0.849,0.222,0.309,0.336,0.471
0.900,0.151,0.615,0.621,0.665,0.590
0.898,0.429,0.275,0.857,0.835,0.659
0.203,0.132,0.286,0.426,0.688,0.347
0.228,0.271,0.485,0.057,0.618,0.332
0.272,0.286,0.910,0.298,0.846,0.522
0.051,0.464,0.761,0.213,0.237,0.345
0.609,0.493,0.695,0.554,0.534,0.577
0.270,0.741,0.481,0.117,0.179,0.358
0.914,0.109,0.631,0.462,0.710,0.565
0.879,0.464,0.080,0.556,0.883,0.572
0.597,0.499,0.460,0.045,0.110,0.342
0.042,0.475,0.541,0.984,0.936,0.596
0.383,0.806,0.261,0.665,0.972,0.617
0.675,0.756,0.458,0.416,0.838,0.628
0.648,0.758,0.367,0.107,0.788,0.533
0.374,0.792,0.525,0.976,0.797,0.693
0.627,0.879,0.431,0.978,0.217,0.626
0.830,0.459,0.781,0.480,0.039,0.518
0.414,0.064,0.957,0.657,0.508,0.520
0.886,0.484,0.589,0.204,0.210,0.475
0.701,0.673,0.782,0.858,0.301,0.663
0.957,0.672,0.606,0.641,0.736,0.722
0.339,0.011,0.651,0.595,0.659,0.451
0.842,0.961,0.877,0.025,0.799,0.701
0.473,0.460,0.617,0.998,0.247,0.559
0.770,0.048,0.768,0.210,0.344,0.428
0.083,0.251,0.651,0.710,0.400,0.419
0.452,0.708,0.515,0.078,0.436,0.438
0.001,0.062,0.959,0.899,0.074,0.399
0.359,0.786,0.097,0.599,0.602,0.488
0.465,0.630,0.859,0.466,0.507,0.585
0.223,0.291,0.879,0.156,0.097,0.329
0.020,0.042,0.141,0.597,0.602,0.280
0.877,0.033,0.206,0.188,0.970,0.455
0.841,0.790,0.998,0.164,0.748,0.708
0.321,0.767,0.893,0.989,0.873,0.769
0.474,0.176,0.103,0.775,0.545,0.415
0.598,0.759,0.752,0.109,0.761,0.596
0.445,0.756,0.047,0.836,0.820,0.581
0.885,0.306,0.545,0.059,0.387,0.436
0.905,0.942,0.706,0.915,0.399,0.774
0.802,0.503,0.800,0.195,0.492,0.558
0.812,0.122,0.024,0.111,0.572,0.328
0.727,0.376,0.316,0.715,0.304,0.488
0.163,0.578,0.383,0.576,0.847,0.509
0.727,0.509,0.523,0.934,0.655,0.670
0.226,0.764,0.738,0.351,0.305,0.477
0.744,0.602,0.977,0.955,0.048,0.665
0.463,0.389,0.662,0.414,0.996,0.585
0.596,0.318,0.665,0.938,0.182,0.540
0.818,0.120,0.000,0.056,0.783,0.356
0.469,0.717,0.900,0.772,0.972,0.766
0.991,0.705,0.563,0.590,0.769,0.724
0.594,0.739,0.152,0.088,0.226,0.360
0.115,0.318,0.635,0.434,0.428,0.386
0.424,0.330,0.618,0.148,0.312,0.367
0.060,0.963,0.726,0.810,0.170,0.546
0.222,0.912,0.042,0.275,0.665,0.423
0.583,0.705,0.055,0.202,0.473,0.404
0.961,0.014,0.465,0.834,0.656,0.586
0.774,0.850,0.047,0.240,0.800,0.542
0.640,0.062,0.577,0.676,0.319,0.455
0.187,0.885,0.707,0.841,0.952,0.714
0.567,0.511,0.726,0.404,0.827,0.607
0.999,0.396,0.965,0.107,0.573,0.608
0.680,0.706,0.672,0.250,0.255,0.512
0.228,0.454,0.291,0.734,0.984,0.538
0.796,0.920,0.863,0.090,0.293,0.592
0.826,0.224,0.081,0.276,0.662,0.414
0.723,0.738,0.044,0.140,0.618,0.453
0.815,0.228,0.544,0.037,0.278,0.380
0.662,0.171,0.433,0.797,0.307,0.474
0.911,0.763,0.597,0.204,0.423,0.579
0.008,0.260,0.427,0.144,0.077,0.183
0.548,0.032,0.387,0.556,0.261,0.357
0.985,0.417,0.547,0.298,0.179,0.485
0.580,0.469,0.899,0.513,0.631,0.618
0.137,0.823,0.466,0.604,0.494,0.505
0.184,0.058,0.103,0.580,0.779,0.341
0.378,0.910,0.241,0.250,0.970,0.550
0.151,0.396,0.451,0.490,0.977,0.493
0.168,0.325,0.003,0.589,0.288,0.275
0.208,0.603,0.794,0.063,0.401,0.414
0.297,0.264,0.784,0.209,0.644,0.440
0.860,0.914,0.969,0.690,0.606,0.808
0.946,0.759,0.377,0.218,0.672,0.594
0.041,0.049,0.328,0.143,0.749,0.262
0.840,0.695,0.718,0.883,0.609,0.749
0.494,0.214,0.452,0.687,0.132,0.396
0.426,0.555,0.965,0.613,0.273,0.566
0.842,0.301,0.614,0.742,0.172,0.534
0.280,0.852,0.522,0.455,0.492,0.520
0.107,0.586,0.505,0.714,0.526,0.488
0.181,0.350,0.856,0.036,0.949,0.474
0.823,0.885,0.528,0.656,0.558,0.690
0.658,0.997,0.028,0.477,0.477,0.528
0.517,0.733,0.248,0.117,0.913,0.506
0.952,0.988,0.241,0.139,0.980,0.660
0.899,0.986,0.860,0.161,0.745,0.730
0.137,0.565,0.830,0.027,0.722,0.456
0.424,0.472,0.898,0.945,0.159,0.580
0.925,0.725,0.156,0.873,0.839,0.704
